year_value,site_id,depth_to_gw_ft,depth_to_gw_m,latitude,longitude,data_source,region,pct_cultivated,bbox_side,open_et_version,scaled_annual_et_avg,mean_et,mean_precip,et_precip_ratio,precip_variation_x,precip_variation_y
2009,TWDB.1005225,284.98,86.861904,34.97,-102.4381,USGS,Western Texas,72.1763085399449,1,2.0,943.026,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2010,TWDB.1005225,285.86,87.130128,34.97,-102.4381,USGS,Western Texas,95.1331496786042,1,2.0,808.472,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2011,TWDB.1005225,288.19,87.840312,34.97,-102.4381,USGS,Western Texas,75.8494031221304,1,2.0,637.723,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2012,TWDB.1005225,288.42,87.910416,34.97,-102.4381,USGS,Western Texas,84.5730027548209,1,2.0,624.888,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2013,TWDB.1005225,293.05,89.32164,34.97,-102.4381,USGS,Western Texas,87.7869605142332,1,2.0,842.813,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2014,TWDB.1005225,294.42,89.739216,34.97,-102.4381,USGS,Western Texas,67.7685950413223,1,2.0,639.142,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2015,TWDB.1005225,295.25,89.9922,34.97,-102.4381,USGS,Western Texas,92.3783287419651,1,2.0,905.785,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2016,TWDB.1005225,293.97,89.602056,34.97,-102.4381,USGS,Western Texas,87.32782369146,1,2.0,832.353,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2017,TWDB.1005225,296.55,90.38844,34.97,-102.4381,USGS,Western Texas,90.8172635445363,1,2.0,907.581,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2018,TWDB.1005225,295.88,90.184224,34.97,-102.4381,USGS,Western Texas,81.0835629017447,1,2.0,739.179,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2019,TWDB.1005225,298.49,90.979752,34.97,-102.4381,USGS,Western Texas,92.8374655647383,1,2.0,980.706,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2020,TWDB.1005225,298.78,91.068144,34.97,-102.4381,USGS,Western Texas,82.0936639118457,1,2.1,781.465,803.7659047619047,533.5949,1.5063222871860806,1.750524940179723,1.750524940179723
2000,TWDB.1038101,268.55,81.85404,34.46,-102.3522,USGS,Western Texas,,1,2.0,1065.608,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2001,TWDB.1038101,273.98,83.509104,34.46,-102.3522,USGS,Western Texas,,1,2.0,935.569,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2002,TWDB.1038101,276.25,84.201,34.46,-102.3522,USGS,Western Texas,,1,2.0,926.707,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2003,TWDB.1038101,282.29,86.041992,34.46,-102.3522,USGS,Western Texas,,1,2.0,1016.589,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2004,TWDB.1038101,286.08,87.197184,34.46,-102.3522,USGS,Western Texas,,1,2.0,950.244,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2005,TWDB.1038101,287.66,87.678768,34.46,-102.3522,USGS,Western Texas,,1,2.0,1036.831,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2006,TWDB.1038101,289.05,88.10244,34.46,-102.3522,USGS,Western Texas,,1,2.0,913.485,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2007,TWDB.1038101,291.69,88.907112,34.46,-102.3522,USGS,Western Texas,,1,2.0,965.173,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2008,TWDB.1038101,297.85,90.78468,34.46,-102.3522,USGS,Western Texas,94.5821854912764,1,2.0,881.763,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2009,TWDB.1038101,303.89,92.625672,34.46,-102.3522,USGS,Western Texas,90.2662993572084,1,2.0,985.341,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2010,TWDB.1038101,305.65,93.16212,34.46,-102.3522,USGS,Western Texas,79.7061524334252,1,2.0,950.261,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2011,TWDB.1038101,310.52,94.646496,34.46,-102.3522,USGS,Western Texas,93.4802571166208,1,2.0,854.663,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2012,TWDB.1038101,316.66,96.517968,34.46,-102.3522,USGS,Western Texas,90.4499540863177,1,2.0,1023.338,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2013,TWDB.1038101,322.6,98.32848,34.46,-102.3522,USGS,Western Texas,62.3507805325987,1,2.0,987.841,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2014,TWDB.1038101,328.88,100.242624,34.46,-102.3522,USGS,Western Texas,65.8402203856749,1,2.0,919.287,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2015,TWDB.1038101,333.78,101.736144,34.46,-102.3522,USGS,Western Texas,94.4903581267218,1,2.0,981.687,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2016,TWDB.1038101,333.41,101.623368,34.46,-102.3522,USGS,Western Texas,95.3168044077135,1,2.0,998.578,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2017,TWDB.1038101,337.47,102.860856,34.46,-102.3522,USGS,Western Texas,95.1331496786042,1,2.0,1036.093,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2018,TWDB.1038101,341.71,104.153208,34.46,-102.3522,USGS,Western Texas,94.949494949495,1,2.0,824.492,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2019,TWDB.1038101,344.42,104.979216,34.46,-102.3522,USGS,Western Texas,94.2148760330578,1,2.0,866.827,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2020,TWDB.1038101,345.12,105.192576,34.46,-102.3522,USGS,Western Texas,94.7658402203857,1,2.1,961.769,956.2926666666668,576.47266,1.6588690830323607,1.8196661198580104,1.8196661198580104
2000,TWDB.1039702,239.93,73.130664,34.38,-102.2336,USGS,Western Texas,,1,2.0,908.445,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2001,TWDB.1039702,246.93,75.264264,34.38,-102.2336,USGS,Western Texas,,1,2.0,795.235,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2002,TWDB.1039702,249.2,75.95616,34.38,-102.2336,USGS,Western Texas,,1,2.0,690.452,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2003,TWDB.1039702,255.1,77.75448,34.38,-102.2336,USGS,Western Texas,,1,2.0,901.31,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2004,TWDB.1039702,263.21,80.226408,34.38,-102.2336,USGS,Western Texas,,1,2.0,914.871,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2005,TWDB.1039702,261.65,79.75092,34.38,-102.2336,USGS,Western Texas,,1,2.0,903.059,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2006,TWDB.1039702,265.62,80.960976,34.38,-102.2336,USGS,Western Texas,,1,2.0,831.092,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2007,TWDB.1039702,269.4,82.11312,34.38,-102.2336,USGS,Western Texas,,1,2.0,833.478,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2008,TWDB.1039702,273.23,83.280504,34.38,-102.2336,USGS,Western Texas,85.9504132231405,1,2.0,826.96,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2009,TWDB.1039702,280.35,85.45068,34.38,-102.2336,USGS,Western Texas,80.6244260789715,1,2.0,946.378,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2010,TWDB.1039702,284.33,86.663784,34.38,-102.2336,USGS,Western Texas,76.951331496786,1,2.0,882.639,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2011,TWDB.1039702,286.87,87.437976,34.38,-102.2336,USGS,Western Texas,82.0018365472911,1,2.0,859.209,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2012,TWDB.1039702,295.53,90.077544,34.38,-102.2336,USGS,Western Texas,68.9623507805326,1,2.0,931.233,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2013,TWDB.1039702,302.52,92.208096,34.38,-102.2336,USGS,Western Texas,70.2479338842975,1,2.0,900.083,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2014,TWDB.1039702,306.71,93.485208,34.38,-102.2336,USGS,Western Texas,60.2387511478421,1,2.0,880.891,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2015,TWDB.1039702,311.3,94.88424,34.38,-102.2336,USGS,Western Texas,84.297520661157,1,2.0,917.006,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2016,TWDB.1039702,315.09,96.039432,34.38,-102.2336,USGS,Western Texas,84.0220385674931,1,2.0,961.487,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2017,TWDB.1039702,321.05,97.85604,34.38,-102.2336,USGS,Western Texas,84.0220385674931,1,2.0,935.258,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2018,TWDB.1039702,323.12,98.486976,34.38,-102.2336,USGS,Western Texas,84.9403122130395,1,2.0,946.345,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2019,TWDB.1039702,328.78,100.212144,34.38,-102.2336,USGS,Western Texas,85.3994490358127,1,2.0,940.305,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2020,TWDB.1039702,337.1,102.74808,34.38,-102.2336,USGS,Western Texas,83.6547291092746,1,2.1,833.685,882.8295714285714,525.93756,1.6785824722063514,1.8026494865665887,1.8026494865665887
2000,TWDB.1157901,220.07,67.077336,34.03,-101.9056,USGS,Western Texas,,1,2.0,874.012,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2001,TWDB.1157901,224.47,68.418456,34.03,-101.9056,USGS,Western Texas,,1,2.0,786.407,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2002,TWDB.1157901,226.27,68.967096,34.03,-101.9056,USGS,Western Texas,,1,2.0,898.755,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2003,TWDB.1157901,235.75,71.8566,34.03,-101.9056,USGS,Western Texas,,1,2.0,881.593,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2004,TWDB.1157901,237.41,72.362568,34.03,-101.9056,USGS,Western Texas,,1,2.0,943.388,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2005,TWDB.1157901,233.66,71.219568,34.03,-101.9056,USGS,Western Texas,,1,2.0,939.794,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2006,TWDB.1157901,237.57,72.411336,34.03,-101.9056,USGS,Western Texas,,1,2.0,864.649,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2007,TWDB.1157901,238.65,72.74052,34.03,-101.9056,USGS,Western Texas,,1,2.0,909.805,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2008,TWDB.1157901,238.51,72.697848,34.03,-101.9056,USGS,Western Texas,91.2764003673095,1,2.0,842.9,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2009,TWDB.1157901,243.26,74.145648,34.03,-101.9056,USGS,Western Texas,90.0826446280992,1,2.0,883.921,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2010,TWDB.1157901,244.01,74.374248,34.03,-101.9056,USGS,Western Texas,88.613406795225,1,2.0,958.921,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2011,TWDB.1157901,246.18,75.035664,34.03,-101.9056,USGS,Western Texas,92.7456382001836,1,2.0,772.337,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2012,TWDB.1157901,251.72,76.724256,34.03,-101.9056,USGS,Western Texas,86.7768595041322,1,2.0,828.994,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2013,TWDB.1157901,256.18,78.083664,34.03,-101.9056,USGS,Western Texas,93.8475665748393,1,2.0,908.611,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2014,TWDB.1157901,257.13,78.373224,34.03,-101.9056,USGS,Western Texas,94.4903581267218,1,2.0,770.788,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2015,TWDB.1157901,258.46,78.778608,34.03,-101.9056,USGS,Western Texas,75.7575757575758,1,2.0,829.226,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2016,TWDB.1157901,259.6,79.12608,34.03,-101.9056,USGS,Western Texas,88.2460973370064,1,2.0,875.365,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2017,TWDB.1157901,260.33,79.348584,34.03,-101.9056,USGS,Western Texas,94.3067033976125,1,2.0,810.982,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2018,TWDB.1157901,259.84,79.199232,34.03,-101.9056,USGS,Western Texas,91.8273645546373,1,2.0,686.386,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2019,TWDB.1157901,261.16,79.601568,34.03,-101.9056,USGS,Western Texas,94.3985307621671,1,2.0,889.205,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2020,TWDB.1157901,261.79,79.793592,34.03,-101.9056,USGS,Western Texas,93.2966023875115,1,2.1,831.72,856.5599523809523,512.81866,1.6702979271070046,1.7369877977942632,1.7369877977942632
2000,TWDB.2409103,165.34,50.395632,33.8575,-102.9786,USGS,Western Texas,,1,2.0,563.178,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2001,TWDB.2409103,169.07,51.532536,33.8575,-102.9786,USGS,Western Texas,,1,2.0,547.442,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2002,TWDB.2409103,169.23,51.581304,33.8575,-102.9786,USGS,Western Texas,,1,2.0,506.059,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2003,TWDB.2409103,169.6,51.69408,33.8575,-102.9786,USGS,Western Texas,,1,2.0,419.364,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2004,TWDB.2409103,170.6,51.99888,33.8575,-102.9786,USGS,Western Texas,,1,2.0,568.492,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2005,TWDB.2409103,169.37,51.623976,33.8575,-102.9786,USGS,Western Texas,,1,2.0,564.574,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2006,TWDB.2409103,167.84,51.157632,33.8575,-102.9786,USGS,Western Texas,,1,2.0,444.787,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2007,TWDB.2409103,167.08,50.925984,33.8575,-102.9786,USGS,Western Texas,,1,2.0,571.228,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2008,TWDB.2409103,166.01,50.599848,33.8575,-102.9786,USGS,Western Texas,47.1074380165289,1,2.0,494.619,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2009,TWDB.2409103,165.19,50.349912,33.8575,-102.9786,USGS,Western Texas,46.1891643709826,1,2.0,592.021,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2010,TWDB.2409103,164.47,50.130456,33.8575,-102.9786,USGS,Western Texas,44.9954086317723,1,2.0,587.265,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2011,TWDB.2409103,164.18,50.042064,33.8575,-102.9786,USGS,Western Texas,44.2607897153352,1,2.0,425.131,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2012,TWDB.2409103,164.29,50.075592,33.8575,-102.9786,USGS,Western Texas,46.6483011937557,1,2.0,259.959,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2013,TWDB.2409103,164.64,50.182272,33.8575,-102.9786,USGS,Western Texas,62.9017447199265,1,2.0,495.529,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2014,TWDB.2409103,165.34,50.395632,33.8575,-102.9786,USGS,Western Texas,11.4784205693297,1,2.0,544.839,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2015,TWDB.2409103,165.82,50.541936,33.8575,-102.9786,USGS,Western Texas,2.47933884297521,1,2.0,715.152,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2016,TWDB.2409103,166.02,50.602896,33.8575,-102.9786,USGS,Western Texas,5.23415977961433,1,2.0,596.737,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2017,TWDB.2409103,166.12,50.633376,33.8575,-102.9786,USGS,Western Texas,44.2607897153352,1,2.0,774.819,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2018,TWDB.2409103,165.63,50.484024,33.8575,-102.9786,USGS,Western Texas,42.6997245179063,1,2.0,653.017,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2019,TWDB.2409103,165.11,50.325528,33.8575,-102.9786,USGS,Western Texas,40.6795224977043,1,2.0,703.307,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2020,TWDB.2409103,166.0,50.5968,33.8575,-102.9786,USGS,Western Texas,4.86685032139578,1,2.1,493.283,548.609619047619,482.76105,1.1363999271357663,1.6917706822259224,1.6917706822259224
2000,TWDB.2409801,123.52,37.648896,33.76,-102.9564,USGS,Western Texas,,1,2.0,415.782,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2001,TWDB.2409801,120.21,36.640008,33.76,-102.9564,USGS,Western Texas,,1,2.0,478.526,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2002,TWDB.2409801,120.44,36.710112,33.76,-102.9564,USGS,Western Texas,,1,2.0,460.902,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2003,TWDB.2409801,120.85,36.83508,33.76,-102.9564,USGS,Western Texas,,1,2.0,333.647,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2004,TWDB.2409801,121.17,36.932616,33.76,-102.9564,USGS,Western Texas,,1,2.0,495.586,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2005,TWDB.2409801,120.49,36.725352,33.76,-102.9564,USGS,Western Texas,,1,2.0,431.119,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2006,TWDB.2409801,120.64,36.771072,33.76,-102.9564,USGS,Western Texas,,1,2.0,349.396,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2007,TWDB.2409801,119.86,36.533328,33.76,-102.9564,USGS,Western Texas,,1,2.0,420.325,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2008,TWDB.2409801,121.18,36.935664,33.76,-102.9564,USGS,Western Texas,54.0863177226814,1,2.0,410.762,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2009,TWDB.2409801,120.62,36.764976,33.76,-102.9564,USGS,Western Texas,75.941230486685,1,2.0,610.561,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2010,TWDB.2409801,122.03,37.194744,33.76,-102.9564,USGS,Western Texas,76.1248852157943,1,2.0,607.355,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2011,TWDB.2409801,122.9,37.45992,33.76,-102.9564,USGS,Western Texas,74.931129476584,1,2.0,439.726,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2012,TWDB.2409801,124.61,37.981128,33.76,-102.9564,USGS,Western Texas,74.2883379247016,1,2.0,379.131,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2013,TWDB.2409801,127.27,38.791896,33.76,-102.9564,USGS,Western Texas,88.1542699724518,1,2.0,653.69,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2014,TWDB.2409801,128.7,39.22776,33.76,-102.9564,USGS,Western Texas,79.8898071625344,1,2.0,560.167,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2015,TWDB.2409801,128.49,39.163752,33.76,-102.9564,USGS,Western Texas,72.0844811753903,1,2.0,683.289,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2016,TWDB.2409801,128.15,39.06012,33.76,-102.9564,USGS,Western Texas,72.4517906336088,1,2.0,573.767,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2017,TWDB.2409801,127.92,38.990016,33.76,-102.9564,USGS,Western Texas,74.7474747474748,1,2.0,679.987,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2018,TWDB.2409801,126.23,38.474904,33.76,-102.9564,USGS,Western Texas,77.7777777777778,1,2.0,512.241,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2019,TWDB.2409801,127.05,38.72484,33.76,-102.9564,USGS,Western Texas,76.4921946740129,1,2.0,641.165,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2020,TWDB.2409801,128.99,39.316152,33.76,-102.9564,USGS,Western Texas,73.6455463728191,1,2.1,526.839,507.8077619047619,482.43015,1.0526037124550331,1.702213652326903,1.702213652326903
2000,TWDB.2423701,110.77,33.762696,33.65222,-102.2278,USGS,Western Texas,,1,2.0,631.308,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2001,TWDB.2423701,112.48,34.283904,33.65222,-102.2278,USGS,Western Texas,,1,2.0,606.592,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2002,TWDB.2423701,111.29,33.921192,33.65222,-102.2278,USGS,Western Texas,,1,2.0,534.404,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2003,TWDB.2423701,111.72,34.052256,33.65222,-102.2278,USGS,Western Texas,,1,2.0,415.326,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2004,TWDB.2423701,112.65,34.33572,33.65222,-102.2278,USGS,Western Texas,,1,2.0,694.87,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2005,TWDB.2423701,112.38,34.253424,33.65222,-102.2278,USGS,Western Texas,,1,2.0,717.67,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2006,TWDB.2423701,112.99,34.439352,33.65222,-102.2278,USGS,Western Texas,,1,2.0,628.641,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2007,TWDB.2423701,113.89,34.713672,33.65222,-102.2278,USGS,Western Texas,,1,2.0,788.287,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2008,TWDB.2423701,112.67,34.341816,33.65222,-102.2278,USGS,Western Texas,63.0853994490358,1,2.0,643.802,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2009,TWDB.2423701,114.54,34.911792,33.65222,-102.2278,USGS,Western Texas,61.7998163452709,1,2.0,697.291,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2010,TWDB.2423701,115.71,35.268408,33.65222,-102.2278,USGS,Western Texas,40.8631772268136,1,2.0,656.43,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2011,TWDB.2423701,115.49,35.201352,33.65222,-102.2278,USGS,Western Texas,61.7998163452709,1,2.0,435.496,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2012,TWDB.2423701,116.1,35.38728,33.65222,-102.2278,USGS,Western Texas,38.8429752066116,1,2.0,486.423,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2013,TWDB.2423701,116.18,35.411664,33.65222,-102.2278,USGS,Western Texas,40.1285583103765,1,2.0,555.072,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2014,TWDB.2423701,116.92,35.637216,33.65222,-102.2278,USGS,Western Texas,42.0569329660239,1,2.0,653.557,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2015,TWDB.2423701,116.99,35.658552,33.65222,-102.2278,USGS,Western Texas,41.78145087236,1,2.0,779.099,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2016,TWDB.2423701,115.99,35.353752,33.65222,-102.2278,USGS,Western Texas,44.9954086317723,1,2.0,723.987,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2017,TWDB.2423701,116.3,35.44824,33.65222,-102.2278,USGS,Western Texas,52.8925619834711,1,2.0,757.006,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2018,TWDB.2423701,116.1,35.38728,33.65222,-102.2278,USGS,Western Texas,53.5353535353535,1,2.0,557.682,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2019,TWDB.2423701,116.46,35.497008,33.65222,-102.2278,USGS,Western Texas,48.3011937557392,1,2.0,756.333,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2020,TWDB.2423701,116.65,35.55492,33.65222,-102.2278,USGS,Western Texas,46.831955922865,1,2.1,525.322,630.6951428571429,534.49725,1.1799782670986876,1.850102385115528,1.850102385115528
2000,TWDB.2453902,143.7,43.79976,33.13833,-102.3808,USGS,Western Texas,,1,2.0,865.522,731.5713333333333,517.8064,1.412827918504496,1.652684463555134,1.652684463555134
2001,TWDB.2453902,145.57,44.369736,33.13833,-102.3808,USGS,Western Texas,,1,2.0,700.608,731.5713333333333,517.8064,1.412827918504496,1.652684463555134,1.652684463555134
2002,TWDB.2453902,147.15,44.85132,33.13833,-102.3808,USGS,Western Texas,,1,2.0,705.253,731.5713333333333,517.8064,1.412827918504496,1.652684463555134,1.652684463555134
2003,TWDB.2453902,148.27,45.192696,33.13833,-102.3808,USGS,Western Texas,,1,2.0,728.802,731.5713333333333,517.8064,1.412827918504496,1.652684463555134,1.652684463555134
2004,TWDB.2453902,149.78,45.652944,33.13833,-102.3808,USGS,Western Texas,,1,2.0,838.851,731.5713333333333,517.8064,1.412827918504496,1.652684463555134,1.652684463555134
2005,TWDB.2453902,150.3,45.81144,33.13833,-102.3808,USGS,Western Texas,,1,2.0,807.972,731.5713333333333,517.8064,1.412827918504496,1.652684463555134,1.652684463555134
2006,TWDB.2453902,150.68,45.927264,33.13833,-102.3808,USGS,Western Texas,,1,2.0,685.639,731.5713333333333,517.8064,1.412827918504496,1.652684463555134,1.652684463555134
